flightTime,flightMode,stateShiranui3,stateBuzzer,pressure,temperature,altitude,descentCount,accelerationX,accelerationY,accelerationZ,gyroX,gyroY,gyroZ,yaw,pitch,roll,voltage33,voltage5,voltage12
19.65,4,0,1,98770.97,20.22,289.34,333,-0.41,0.08,0.84,59.02,-18.72,139.15,72.23,-69.59,47.75,3.29,4.87,11.89
19.67,4,0,1,98775.30,20.21,288.98,334,-0.35,0.02,0.79,57.87,-22.80,144.21,74.74,-70.75,45.95,3.30,4.87,11.89
19.69,4,0,1,98780.47,20.21,288.54,335,-0.46,0.02,0.80,56.22,-28.78,149.63,77.52,-71.97,43.87,3.30,4.87,11.91
19.72,4,0,1,98777.03,20.20,288.83,336,-0.46,0.15,0.79,53.60,-38.17,157.01,80.60,-73.27,41.46,3.29,4.87,11.78
19.74,4,0,1,98791.67,20.22,287.59,337,-0.44,0.17,0.73,49.27,-43.78,162.56,84.16,-74.61,38.52,3.30,4.87,11.78
19.76,4,0,1,98793.41,20.21,287.44,338,-0.42,0.23,0.76,44.51,-50.55,168.05,88.35,-75.97,34.92,3.29,4.87,11.70
19.78,4,0,1,98799.50,20.20,286.92,339,-0.35,0.23,0.71,40.98,-57.01,171.34,93.31,-77.33,30.49,3.29,4.87,11.70
19.80,4,0,1,98793.47,20.19,287.21,340,-0.29,0.25,0.73,36.77,-63.23,173.78,99.33,-78.64,24.97,3.30,4.88,11.78
19.82,4,0,1,98798.66,20.19,286.99,341,-0.26,0.32,0.73,30.00,-67.20,174.02,106.69,-79.85,18.04,3.30,4.87,12.07
19.84,4,0,1,98804.68,20.20,286.48,342,-0.22,0.35,0.74,24.39,-70.55,173.11,115.71,-80.90,9.40,3.30,4.87,11.96
19.87,4,0,1,98812.44,20.20,285.83,343,-0.14,0.34,0.74,16.83,-72.80,169.70,126.44,-81.70,-1.05,3.30,4.88,12.05
19.89,4,0,1,98810.73,20.19,285.97,344,-0.07,0.34,0.75,11.40,-74.82,164.82,138.60,-82.19,-12.96,3.30,4.87,12.10
19.91,4,0,1,98815.03,20.20,285.61,345,0.02,0.35,0.71,4.02,-75.79,159.88,151.40,-82.34,-25.61,3.30,4.88,12.00
19.93,4,0,1,98819.41,20.20,285.23,346,0.10,0.43,0.76,-2.44,-74.94,153.90,163.66,-82.14,-37.77,3.30,4.87,11.97
19.95,4,0,1,98823.67,20.19,284.87,347,0.13,0.48,0.73,-10.37,-72.13,147.99,174.41,-81.64,-48.51,3.30,4.87,12.04
19.97,4,0,1,98813.33,20.19,285.75,348,0.14,0.48,0.73,-17.32,-69.21,143.60,183.36,-80.90,-57.53,3.30,4.87,12.12
19.99,4,0,1,98817.68,20.18,285.38,349,0.21,0.58,0.79,-24.76,-67.01,139.15,190.59,-80.01,-64.90,3.30,4.88,12.07
20.01,4,0,1,98834.03,20.19,283.99,350,0.28,0.47,0.74,-33.17,-62.01,134.63,196.22,-79.02,-70.75,3.29,4.87,11.97
20.04,4,0,1,98831.50,20.17,284.21,351,0.27,0.50,0.76,-39.76,-57.87,130.24,200.61,-77.96,-75.44,3.30,4.86,11.97
20.06,4,0,1,98832.36,20.18,284.14,352,0.30,0.47,0.85,-44.76,-52.99,126.04,203.99,-76.86,-79.18,3.30,4.87,11.99
20.08,4,0,1,98843.63,20.17,283.18,353,0.29,0.48,0.82,-51.28,-48.23,120.61,206.61,-75.77,-82.22,3.30,4.87,11.99
20.10,4,0,1,98837.59,20.16,283.69,354,0.33,0.48,0.78,-56.83,-43.29,114.57,208.60,-74.71,-84.70,3.30,4.87,11.96
20.12,4,0,1,98840.97,20.18,283.41,355,0.38,0.46,0.80,-63.05,-38.11,108.23,210.11,-73.69,-86.77,3.30,4.87,11.96
20.14,4,0,1,98850.47,20.18,282.60,356,0.37,0.46,0.73,-67.62,-32.68,100.91,211.22,-72.73,-88.49,3.30,4.87,12.02
20.16,4,0,1,98845.30,20.18,283.04,357,0.32,0.47,0.75,-70.91,-27.01,94.27,211.99,-71.83,-89.93,3.30,4.87,12.10
20.18,4,0,1,98849.55,20.19,282.68,358,0.37,0.46,0.74,-77.26,-22.99,86.04,212.54,-71.00,-91.21,3.30,4.87,12.10
20.21,4,0,1,98861.73,20.17,281.65,359,0.47,0.40,0.79,-82.32,-15.55,74.27,212.80,-70.29,-92.26,3.30,4.87,11.84
20.23,4,0,1,98864.32,20.17,281.43,360,0.50,0.36,0.80,-86.71,-9.70,63.78,212.86,-69.68,-93.16,3.30,4.87,11.91
20.25,4,0,1,98870.31,20.17,280.92,361,0.46,0.45,0.77,-90.61,-3.11,52.32,212.73,-69.20,-93.93,3.30,4.85,11.92
20.28,4,0,1,98877.26,20.17,280.33,362,0.43,0.52,0.74,-94.02,-0.24,42.93,212.53,-68.81,-94.67,3.30,4.87,11.71
20.30,4,0,1,98878.94,20.18,280.19,363,0.55,0.32,0.72,-96.89,6.34,31.28,212.16,-68.55,-95.28,3.29,4.87,11.76
20.32,4,0,1,98879.84,20.17,280.11,364,0.49,0.31,0.72,-101.52,11.89,22.68,211.65,-68.37,-95.80,3.30,4.87,11.88
20.34,4,0,1,98882.44,20.17,279.89,365,0.51,0.18,0.72,-102.01,16.52,13.29,211.04,-68.29,-96.23,3.29,4.87,11.89
20.36,4,0,1,98880.73,20.16,280.04,366,0.46,0.10,0.66,-105.37,20.79,6.59,210.32,-68.27,-96.60,3.30,4.87,11.91
20.38,4,0,1,98891.94,20.16,279.52,367,0.42,0.08,0.69,-103.17,23.11,0.91,209.56,-68.32,-96.91,3.30,4.87,11.62
20.41,4,0,1,98892.79,20.17,279.01,368,0.42,0.05,0.66,-102.68,26.28,-3.11,208.72,-68.40,-97.14,3.30,4.87,11.60
20.43,4,0,1,98892.79,20.17,279.01,369,0.49,0.01,0.69,-103.60,31.59,-7.44,207.75,-68.54,-97.25,3.30,4.87,11.73
20.45,4,0,1,98896.26,20.16,278.72,370,0.42,-0.13,0.71,-101.34,34.76,-10.24,206.68,-68.70,-97.25,3.30,4.87,11.70
20.47,4,0,1,98901.44,20.17,278.28,371,0.42,-0.16,0.68,-99.02,36.59,-12.13,205.57,-68.87,-97.18,3.30,4.87,11.81
20.49,4,0,1,98908.31,20.17,277.70,372,0.46,-0.22,0.75,-95.98,39.82,-13.66,204.35,-69.06,-96.98,3.30,4.87,11.83
20.51,4,0,1,98909.19,20.17,277.62,373,0.45,-0.30,0.74,-93.48,43.78,-14.21,203.02,-69.25,-96.65,3.30,4.87,11.78
20.53,4,0,1,98915.16,20.18,277.12,374,0.41,-0.36,0.85,-88.78,47.01,-14.21,201.58,-69.44,-96.16,3.30,4.88,11.79
20.55,4,0,1,98913.49,20.17,277.26,375,0.43,-0.41,0.87,-85.12,50.18,-14.09,200.03,-69.62,-95.54,3.30,4.88,11.84
20.58,4,0,1,98923.84,20.17,276.38,376,0.46,-0.42,0.85,-78.66,53.96,-13.60,198.34,-69.79,-94.73,3.30,4.87,11.86
20.60,4,0,1,98923.84,20.17,276.38,377,0.44,-0.40,0.85,-76.10,57.01,-12.74,196.55,-69.95,-93.79,3.30,4.87,11.83
20.62,4,0,1,98934.19,20.17,275.50,378,0.40,-0.42,0.86,-70.91,61.10,-11.22,194.62,-70.08,-92.66,3.30,4.87,11.86
20.64,4,0,1,98935.87,20.18,275.36,379,0.28,-0.45,0.92,-65.73,63.48,-7.32,192.60,-70.16,-91.40,3.30,4.89,11.83
20.66,4,0,1,98929.02,20.17,275.94,380,0.22,-0.40,0.89,-60.24,64.21,-2.99,190.55,-70.18,-90.06,3.30,4.87,11.88
20.68,4,0,1,98942.78,20.17,274.78,381,0.16,-0.35,0.90,-56.10,65.30,0.06,188.47,-70.15,-88.65,3.30,4.87,11.88
20.71,4,0,1,98943.69,20.16,274.70,382,0.10,-0.42,0.98,-50.79,66.59,5.73,186.38,-70.05,-87.16,3.30,4.87,11.62
20.73,4,0,1,98945.42,20.16,274.55,383,0.02,-0.31,0.88,-47.07,65.37,10.67,184.35,-69.88,-85.71,3.30,4.87,11.67
20.75,4,0,1,98953.98,20.18,273.83,384,-0.02,-0.30,0.88,-43.96,65.12,16.52,182.37,-69.64,-84.28,3.30,4.88,11.75
20.77,4,0,1,98953.19,20.16,273.90,385,-0.06,-0.29,0.90,-40.49,63.17,21.89,180.52,-69.33,-82.93,3.30,4.87,11.76
20.79,4,0,1,98962.66,20.17,273.09,386,-0.08,-0.30,0.87,-37.62,62.32,25.91,178.75,-68.96,-81.64,3.30,4.87,11.99
20.82,4,0,1,98963.54,20.16,273.02,387,-0.08,-0.24,0.86,-34.88,61.10,30.00,177.08,-68.55,-80.42,3.30,4.87,12.07
20.84,4,0,1,98971.24,20.17,272.37,388,-0.07,-0.26,0.80,-34.27,60.55,32.80,175.50,-68.09,-79.27,3.30,4.87,12.08
20.86,4,0,1,98971.24,20.17,272.37,389,-0.18,-0.29,0.78,-29.45,58.78,36.40,174.05,-67.59,-78.20,3.30,4.87,12.07
20.88,4,0,1,98973.01,20.17,272.22,390,-0.18,-0.21,0.80,-27.87,55.06,39.63,172.76,-67.06,-77.28,3.30,4.87,12.07
20.90,4,0,1,98979.00,20.17,271.71,391,-0.19,-0.22,0.81,-25.73,54.02,43.35,171.57,-66.48,-76.42,3.30,4.87,12.08
20.92,4,0,1,98980.77,20.17,272.00,392,-0.28,-0.23,0.83,-23.23,50.85,47.62,170.53,-65.87,-75.68,3.30,4.86,12.08
20.94,4,0,1,98981.59,20.17,271.49,393,-0.33,-0.31,0.86,-20.49,46.34,52.07,169.67,-65.22,-75.09,3.30,4.87,12.12
20.97,4,0,1,98982.45,20.18,270.98,394,-0.31,-0.26,0.80,-17.07,42.99,56.46,168.95,-64.52,-74.59,3.30,4.87,12.07
20.99,4,0,1,98987.63,20.18,270.98,395,-0.34,-0.27,0.85,-15.61,38.48,62.56,168.40,-63.78,-74.23,3.30,4.87,12.07
21.01,4,0,1,98995.45,20.16,270.32,396,-0.29,-0.15,0.89,-12.80,34.39,68.05,167.98,-63.01,-73.97,3.30,4.87,12.12
21.03,4,0,1,98995.39,20.18,270.32,397,-0.27,-0.19,0.90,-10.55,30.98,73.11,167.69,-62.19,-73.79,3.30,4.87,12.13
21.05,4,0,1,99005.73,20.18,269.44,398,-0.30,-0.17,0.91,-8.90,27.01,78.90,167.52,-61.33,-73.71,3.30,4.88,12.12
21.07,4,0,1,99004.00,20.18,269.59,399,-0.28,-0.23,0.81,-9.02,24.82,83.41,167.43,-60.42,-73.71,3.30,4.87,12.00
21.09,4,0,1,99002.23,20.17,269.74,400,-0.32,-0.21,0.82,-6.04,21.40,88.72,167.44,-59.48,-73.75,3.30,4.88,12.05
21.11,4,0,1,99003.15,20.18,269.66,401,-0.17,-0.14,0.82,-6.95,18.11,94.63,167.53,-58.49,-73.87,3.30,4.87,11.86
21.14,4,0,1,99008.33,20.18,269.23,402,-0.15,-0.09,0.78,-2.74,14.51,97.68,167.70,-57.49,-74.02,3.30,4.87,12.00
21.16,4,0,1,99015.17,20.19,268.65,403,-0.22,-0.06,0.74,-7.32,14.39,103.72,167.89,-56.43,-74.22,3.30,4.88,11.86
21.18,4,0,1,99020.35,20.19,268.21,404,-0.41,-0.30,0.86,-4.27,12.26,108.66,168.14,-55.31,-74.45,3.30,4.87,11.88
21.20,4,0,1,99019.53,20.18,268.28,405,-0.19,-0.20,0.78,-4.70,6.10,117.07,168.51,-54.14,-74.77,3.30,4.87,11.75
21.23,4,0,1,99022.18,20.17,268.05,406,-0.32,-0.09,0.85,-3.05,2.07,124.70,168.95,-52.90,-75.13,3.30,4.87,11.70
21.25,4,0,1,99026.44,20.18,267.69,407,-0.47,-0.24,0.83,-3.17,-2.93,130.12,169.48,-51.61,-75.56,3.30,4.87,11.71
21.27,4,0,1,99022.18,20.18,268.05,408,-0.54,-0.17,0.84,-0.91,-7.93,137.56,170.09,-50.26,-76.01,3.30,4.88,11.68
21.29,4,0,1,99034.20,20.18,267.03,409,-0.41,-0.07,0.86,-4.21,-12.93,142.44,170.75,-48.88,-76.53,3.30,4.87,11.73
21.31,4,0,1,99039.38,20.18,266.60,410,-0.51,-0.17,0.85,-6.04,-14.57,149.15,171.43,-47.43,-77.06,3.30,4.87,11.86
21.33,4,0,1,99032.53,20.17,267.18,411,-0.49,-0.03,0.85,-7.62,-20.67,155.61,172.17,-45.93,-77.65,3.30,4.87,11.83
21.35,4,0,1,99043.70,20.17,266.23,412,-0.45,-0.11,0.87,-8.41,-24.88,161.65,172.95,-44.37,-78.25,3.30,4.87,11.88
21.37,4,0,1,99060.08,20.18,264.84,413,-0.54,-0.04,0.85,-13.78,-27.44,168.72,173.74,-42.74,-78.90,3.30,4.87,11.86
21.40,4,0,1,99057.50,20.18,265.06,414,-0.54,-0.08,0.85,-15.67,-31.46,175.55,174.55,-41.04,-79.57,3.30,4.87,11.88
21.42,4,0,1,99050.64,20.17,265.64,415,-0.63,-0.01,0.93,-20.49,-34.88,182.56,175.38,-39.28,-80.28,3.30,4.87,11.89
21.44,4,0,1,99061.00,20.17,264.77,416,-0.67,0.09,0.85,-25.37,-40.00,188.35,176.24,-37.46,-81.04,3.30,4.88,11.88
21.46,4,0,1,99062.73,20.16,264.62,417,-0.67,0.08,0.82,-29.15,-45.24,193.35,177.13,-35.58,-81.83,3.30,4.88,11.88
21.48,4,0,1,99067.91,20.16,264.18,418,-0.64,0.16,0.79,-35.67,-49.39,195.98,178.02,-33.68,-82.65,3.30,4.87,11.88
21.50,4,0,1,99070.44,20.18,263.97,419,-0.59,0.15,0.76,-43.17,-51.10,197.93,178.88,-31.75,-83.52,3.30,4.87,11.83
21.52,4,0,1,99072.23,20.16,263.82,420,-0.61,0.06,0.82,-49.88,-51.59,199.09,179.69,-29.80,-84.40,3.30,4.87,11.84
21.55,4,0,1,99077.40,20.16,263.82,421,-0.56,0.16,0.81,-54.33,-55.30,198.84,180.50,-27.84,-85.30,3.30,4.87,11.84
21.57,4,0,1,99077.40,20.16,263.38,422,-0.47,0.22,0.71,-61.28,-54.21,199.94,181.25,-25.87,-86.21,3.30,4.88,11.83
21.59,4,0,1,99092.93,20.16,262.06,423,-0.53,0.13,0.73,-70.43,-53.29,200.37,181.95,-23.87,-87.17,3.30,4.87,11.86
21.61,4,0,1,99082.58,20.16,262.94,424,-0.56,-0.14,0.80,-72.99,-52.13,202.07,182.58,-21.84,-88.11,3.30,4.88,11.88
21.63,4,0,1,99087.75,20.16,262.50,425,-0.57,-0.08,0.79,-77.38,-51.59,204.45,183.17,-19.78,-89.06,3.30,4.87,11.89
21.65,4,0,1,99096.42,20.15,261.77,426,-0.46,-0.07,0.79,-82.56,-47.74,205.61,183.68,-17.70,-90.00,3.30,4.89,11.84
21.67,4,0,1,99101.60,20.16,261.33,427,-0.45,-0.07,0.74,-85.85,-45.43,208.05,184.12,-15.59,-90.94,3.30,4.87,11.86
21.70,4,0,1,99098.10,20.16,261.63,428,-0.34,-0.09,0.72,-90.24,-40.00,211.40,184.47,-13.44,-91.89,3.30,4.87,11.73
21.72,4,0,1,99101.60,20.15,261.33,429,-0.36,-0.10,0.75,-92.74,-36.28,214.02,184.74,-11.26,-92.83,3.30,4.87,11.73
21.74,4,0,1,99105.92,20.14,260.97,430,-0.35,-0.24,0.75,-92.26,-31.89,218.41,184.92,-9.04,-93.74,3.30,4.87,11.79
21.76,4,0,1,99111.95,20.15,260.89,431,-0.47,-0.23,0.81,-93.29,-26.77,223.17,185.02,-6.76,-94.64,3.32,4.87,11.92
21.79,4,0,1,99106.78,20.15,260.89,432,-0.41,-0.32,0.76,-93.78,-19.76,229.15,185.01,-4.43,-95.52,3.30,4.86,11.97
21.81,4,0,1,99122.30,20.15,259.58,433,-0.48,-0.41,0.81,-90.85,-14.88,236.46,184.91,-2.03,-96.38,3.30,4.87,11.52
21.83,4,0,1,99124.89,20.15,259.36,434,-0.50,-0.49,0.79,-87.56,-10.98,243.90,184.73,0.44,-97.20,3.30,4.87,11.79
21.85,4,0,1,99128.34,20.15,259.07,435,-0.49,-0.39,0.78,-83.05,-7.56,251.77,184.47,2.97,-97.99,3.30,4.87,11.88
21.87,4,0,1,99130.06,20.15,258.92,436,-0.56,-0.38,0.79,-80.00,-3.90,259.57,184.13,5.58,-98.76,3.29,4.87,11.92
21.89,4,0,1,99138.69,20.15,258.19,437,-0.66,-0.40,0.84,-75.18,-1.71,267.26,183.72,8.26,-99.52,3.30,4.87,11.92
21.91,4,0,1,99143.01,20.15,257.83,438,-0.66,-0.27,0.85,-71.52,-0.18,274.82,183.25,11.00,-100.27,3.30,4.87,11.88
21.93,4,0,1,99143.01,20.15,257.83,439,-0.58,-0.10,0.81,-70.49,2.26,283.29,182.70,13.81,-101.05,3.30,4.87,11.91
21.95,4,0,1,99149.91,20.14,257.24,440,-0.53,-0.13,0.76,-66.83,4.45,290.67,182.07,16.68,-101.84,3.30,4.87,11.79
21.98,4,0,1,99162.85,20.14,256.15,441,-0.56,-0.07,0.81,-64.33,5.91,297.74,181.35,19.61,-102.67,3.30,4.87,11.62
22.00,4,0,1,99158.53,20.15,256.51,442,-0.67,-0.15,0.84,-60.30,7.07,303.78,180.56,22.59,-103.51,3.30,4.86,11.94
22.02,4,0,1,99158.53,20.15,256.51,443,-0.73,-0.20,0.81,-56.40,8.29,310.85,179.67,25.63,-104.40,3.30,4.87,11.94
22.04,4,0,1,99161.13,20.15,256.30,444,-0.66,-0.03,0.86,-53.84,8.35,317.38,178.68,28.71,-105.36,3.30,4.87,11.92
22.06,4,0,1,99167.20,20.14,255.78,445,-0.58,-0.05,0.86,-49.70,8.66,323.96,177.58,31.83,-106.37,3.30,4.87,11.96
22.08,4,0,1,99163.71,20.15,256.08,446,-0.54,0.06,0.84,-48.17,8.11,329.09,176.36,34.99,-107.49,3.30,4.87,11.96
22.10,4,0,1,99172.38,20.14,255.34,447,-0.51,0.08,0.87,-43.54,8.29,330.67,175.01,38.14,-108.70,3.30,4.86,11.99
22.12,4,0,1,99179.23,20.15,254.76,448,-0.45,0.06,0.86,-42.62,8.78,330.43,173.51,41.26,-110.05,3.30,4.87,11.99
22.15,4,0,1,99180.97,20.14,254.62,449,-0.32,0.05,0.88,-39.63,10.24,329.76,171.82,44.33,-111.57,3.30,4.87,11.92
22.17,4,0,1,99199.94,20.15,253.01,450,-0.28,-0.02,0.82,-35.49,11.52,329.27,169.91,47.35,-113.27,3.30,4.87,11.92
22.19,4,0,1,99193.09,20.14,253.59,451,-0.33,0.05,0.92,-33.11,10.85,329.02,167.75,50.34,-115.20,3.30,4.87,11.94
22.22,4,0,1,99196.50,20.14,253.30,452,-0.34,-0.04,0.94,-29.63,12.32,332.38,165.23,53.29,-117.44,3.30,4.87,11.86
22.24,4,0,1,99201.63,20.16,252.87,453,-0.35,-0.01,0.96,-24.82,10.55,335.79,162.33,56.21,-120.04,3.31,4.87,11.89
22.26,4,0,1,99205.12,20.15,252.58,454,-0.39,0.13,0.92,-22.74,7.20,341.34,158.92,59.12,-123.13,3.30,4.87,11.75
22.28,4,0,1,99205.12,20.15,252.58,455,-0.37,0.08,0.92,-20.30,5.43,346.34,154.85,61.96,-126.86,3.30,4.87,11.71
22.30,4,0,1,99206.80,20.16,252.43,456,-0.37,0.15,0.91,-20.67,2.13,350.73,149.93,64.71,-131.45,3.30,4.87,11.76
22.32,4,0,1,99217.14,20.16,251.56,457,-0.32,0.13,0.89,-20.06,0.85,354.39,143.88,67.28,-137.17,3.30,4.87,11.81
22.34,4,0,1,99222.32,20.16,251.12,458,-0.32,0.20,0.87,-21.46,-4.45,358.23,136.44,69.63,-144.30,3.30,4.87,11.86
22.37,4,0,1,99217.14,20.16,251.56,459,-0.28,0.26,0.84,-23.35,-7.07,358.66,127.33,71.61,-153.12,3.30,4.87,11.84
22.39,4,0,1,99224.91,20.16,250.90,460,-0.20,0.44,0.84,-27.38,-9.51,356.34,116.49,73.06,-163.73,3.30,4.87,11.73
22.41,4,0,1,99221.50,20.15,251.19,461,-0.03,0.41,0.85,-34.57,-9.33,350.18,104.40,73.82,-175.68,3.30,4.87,11.86
22.43,4,0,1,99227.50,20.16,250.68,462,0.08,0.39,0.90,-39.15,-6.16,341.16,92.06,73.81,172.08,3.30,4.88,11.89
22.45,4,0,1,99240.44,20.16,249.59,463,0.27,0.39,0.90,-45.49,-2.13,329.51,80.70,73.08,160.72,3.30,4.87,11.86
22.47,4,0,1,99232.67,20.16,250.25,464,0.44,0.33,0.89,-48.35,4.57,317.68,71.06,71.76,151.04,3.30,4.87,11.91
22.49,4,0,1,99235.27,20.16,250.03,465,0.54,0.26,0.87,-51.16,13.35,304.39,63.39,70.00,143.27,3.30,4.87,11.88
22.51,4,0,1,99232.67,20.16,250.25,466,0.64,0.11,0.87,-52.26,24.88,291.89,57.51,67.95,137.25,3.30,4.87,11.86
22.54,4,0,1,99243.02,20.16,249.37,467,0.59,-0.06,0.94,-50.85,36.10,280.49,53.07,65.73,132.64,3.30,4.87,11.86
22.56,4,0,1,99243.94,20.15,249.29,468,0.55,-0.00,0.98,-47.26,44.88,271.95,49.66,63.39,129.08,3.30,4.88,11.81
22.58,4,0,1,99252.55,20.15,248.57,469,0.55,0.01,0.91,-45.00,55.30,265.61,47.06,60.95,126.32,3.30,4.87,11.84
22.60,4,0,1,99253.38,20.16,248.50,470,0.37,-0.01,0.94,-40.00,61.46,260.55,45.02,58.48,124.15,3.30,4.87,11.89
22.62,4,0,1,99268.91,20.16,247.18,471,0.34,-0.09,0.91,-35.18,68.23,255.67,43.44,55.98,122.45,3.30,4.88,11.91
22.64,4,0,1,99262.05,20.15,247.76,472,0.25,-0.13,0.86,-28.84,74.76,250.79,42.21,53.47,121.14,3.30,4.88,11.83
22.67,4,0,1,99266.31,20.16,247.40,473,0.16,-0.13,0.93,-22.74,78.60,245.30,41.23,50.97,120.12,3.30,4.87,11.92
22.69,4,0,1,99271.49,20.16,246.97,474,0.10,-0.21,0.88,-15.61,81.65,242.99,40.43,48.47,119.34,3.30,4.87,12.08
22.71,4,0,1,99275.84,20.15,246.60,475,-0.07,-0.28,0.85,-5.12,82.01,240.79,39.73,45.99,118.76,3.30,4.87,11.94
22.74,4,0,1,99272.41,20.15,246.89,476,-0.19,-0.19,0.83,3.96,79.57,241.89,39.06,43.51,118.30,3.30,4.88,11.96
22.76,4,0,1,99276.67,20.16,246.53,477,-0.29,-0.13,0.81,9.82,76.10,245.73,38.37,41.01,117.91,3.30,4.86,11.76
22.78,4,0,1,99276.72,20.14,246.52,478,-0.44,-0.13,0.82,17.26,71.16,252.13,37.64,38.47,117.59,3.30,4.87,11.96
22.80,4,0,1,99287.93,20.15,245.58,479,-0.57,0.08,0.82,23.05,62.32,259.76,36.80,35.91,117.29,3.30,4.87,11.96
22.82,4,0,1,99293.96,20.15,245.07,480,-0.58,0.21,0.86,23.60,55.43,266.52,35.89,33.31,116.97,3.30,4.87,11.94
22.84,4,0,1,99297.38,20.16,244.78,481,-0.73,0.34,0.91,24.02,45.98,273.29,34.89,30.69,116.65,3.30,4.87,12.08
22.86,4,0,1,99308.58,20.16,243.83,482,-0.65,0.45,0.88,22.26,37.68,277.99,33.83,28.06,116.31,3.30,4.89,12.10
22.88,4,0,1,99310.31,20.16,244.12,483,-0.59,0.62,0.89,18.48,30.30,279.88,32.73,25.43,115.95,3.30,4.88,12.08
22.91,4,0,1,99307.72,20.16,243.91,484,-0.56,0.66,0.91,11.59,23.17,279.70,31.60,22.83,115.56,3.30,4.89,12.07
22.93,4,0,1,99310.31,20.16,243.69,485,-0.54,0.62,0.95,7.07,18.23,275.18,30.49,20.28,115.18,3.30,4.89,12.07
22.95,4,0,1,99312.02,20.17,243.54,486,-0.55,0.77,0.95,-1.34,13.66,270.43,29.39,17.79,114.76,3.30,4.87,12.07
22.97,4,0,1,99323.25,20.16,242.59,487,-0.50,0.76,0.90,-8.84,9.94,264.02,28.32,15.36,114.32,3.30,4.88,12.07
22.99,4,0,1,99316.39,20.15,243.17,488,-0.41,0.77,0.89,-17.26,8.90,256.10,27.31,13.00,113.85,3.30,4.87,12.08
23.01,4,0,1,99325.02,20.16,242.45,489,-0.25,0.74,0.84,-26.46,9.45,246.77,26.38,10.71,113.34,3.30,4.88,12.08
23.03,4,0,1,99325.84,20.16,242.38,490,-0.25,0.60,0.82,-33.17,10.85,237.93,25.53,8.49,112.82,3.26,4.87,11.97
23.05,4,0,1,99325.84,20.17,242.38,491,-0.23,0.57,0.87,-39.02,11.77,228.35,24.74,6.34,112.28,3.30,4.89,12.00
23.08,4,0,1,99332.73,20.17,241.79,492,-0.06,0.62,0.80,-44.88,16.77,220.30,24.07,4.23,111.71,3.30,4.87,11.86
23.10,4,0,1,99336.19,20.16,241.50,493,-0.02,0.52,0.82,-49.09,23.23,212.44,23.50,2.17,111.14,3.30,4.87,12.04
23.12,4,0,1,99337.05,20.16,241.43,494,-0.16,0.42,0.88,-51.46,26.59,206.46,23.01,0.15,110.57,3.30,4.88,12.00
23.14,4,0,1,99342.23,20.16,240.99,495,-0.14,0.24,0.82,-52.13,29.82,202.38,22.59,-1.84,110.01,3.30,4.87,11.86
23.16,4,0,1,99346.55,20.16,240.63,496,-0.18,0.22,0.83,-51.10,34.88,200.24,22.24,-3.84,109.47,3.30,4.87,11.76
23.18,4,0,1,99358.66,20.15,239.60,497,-0.31,0.20,0.85,-48.84,37.13,200.79,21.93,-5.84,108.97,3.30,4.87,11.88
23.21,4,0,1,99351.72,20.16,240.19,498,-0.39,0.04,0.79,-47.20,39.21,204.21,21.65,-7.89,108.49,3.29,4.87,11.76
23.23,4,0,1,99359.48,20.16,239.53,499,-0.46,-0.02,0.87,-40.55,38.66,209.15,21.36,-9.98,108.10,3.30,4.85,11.76
23.25,4,0,1,99362.08,20.16,239.32,500,-0.54,0.10,0.91,-36.10,36.83,215.61,21.05,-12.12,107.76,3.29,4.88,11.71
23.27,4,0,1,99365.52,20.17,239.03,501,-0.63,0.05,0.88,-32.50,34.76,222.32,20.70,-14.33,107.48,3.30,4.87,11.73
23.30,4,0,1,99377.60,20.16,238.01,502,-0.71,-0.05,0.86,-28.29,30.98,228.05,20.31,-16.57,107.27,3.30,4.91,11.63
23.32,4,0,1,99377.60,20.16,238.01,503,-0.76,-0.08,0.86,-21.16,24.82,234.27,19.84,-18.86,107.17,3.30,4.87,11.78
23.34,4,0,1,99389.67,20.17,236.99,504,-0.84,0.13,0.86,-17.80,18.11,239.15,19.29,-21.18,107.15,3.30,4.87,11.84
23.36,4,0,1,99387.95,20.16,237.13,505,-0.98,0.07,0.89,-15.55,9.70,244.76,18.62,-23.51,107.22,3.30,4.87,11.84
23.38,4,0,1,99394.84,20.17,236.55,506,-1.04,0.02,0.90,-12.87,-0.12,251.10,17.80,-25.89,107.41,3.30,4.87,11.83
23.40,4,0,1,99387.08,20.17,237.21,507,-0.92,0.21,0.92,-12.32,-10.61,255.43,16.84,-28.26,107.70,3.30,4.88,11.84
23.42,4,0,1,99398.30,20.16,236.26,508,-0.83,0.39,0.82,-14.76,-18.29,259.15,15.74,-30.64,108.06,3.30,4.88,11.84
23.44,4,0,1,99404.34,20.16,235.75,509,-0.75,0.30,0.84,-20.37,-25.18,262.20,14.52,-33.03,108.47,3.30,4.88,11.67
23.47,4,0,1,99403.48,20.16,235.82,510,-0.70,0.44,0.84,-24.09,-31.89,265.98,13.14,-35.42,108.97,3.30,4.87,11.67
23.49,4,0,1,99404.39,20.15,235.74,511,-0.49,0.50,0.79,-31.10,-36.83,269.02,11.63,-37.82,109.52,3.30,4.87,11.67
23.51,4,0,1,99413.84,20.16,234.95,512,-0.43,0.50,0.77,-39.88,-37.38,271.40,10.03,-40.23,110.10,3.30,4.87,11.70
